tract_geoid,tract_name,tract_area_sq_m,tract_area_sq_mi,GEOID,NAME,state,county,tract,total_population,median_age,median_household_income,male_population,female_population,male_share,female_share,youth_population,senior_population,youth_population_share,senior_population_share,poverty_status_population,poverty_count,poverty_rate,civilian_labor_force,unemployed_count,unemployment_rate,race_ethnicity_total,white_non_hispanic,black_non_hispanic,american_indian_alaska_native_non_hispanic,asian_non_hispanic,native_hawaiian_pacific_islander_non_hispanic,other_race_non_hispanic,two_or_more_races_non_hispanic,hispanic_or_latino,white_non_hispanic_share,black_non_hispanic_share,american_indian_alaska_native_non_hispanic_share,asian_non_hispanic_share,native_hawaiian_pacific_islander_non_hispanic_share,other_race_non_hispanic_share,two_or_more_races_non_hispanic_share,hispanic_or_latino_share,total_housing_units,occupied_housing_units,vacant_housing_units,housing_vacancy_rate,occupied_units_tenure_total,owner_occupied_units,renter_occupied_units,owner_occupancy_share,renter_occupancy_share,education_population_25_plus,high_school_or_higher_count,bachelors_or_higher_count,high_school_or_higher_rate,bachelors_or_higher_rate,average_household_size,total_arrests,arrest_weekend_events,arrest_evening_night_events,arrest_night_events,arrest_recent_activity_trend,arrest_activity_share,arrest_weekend_share,arrest_evening_night_share,arrest_night_share,felony_arrests,misdemeanor_arrests,felony_share,misdemeanor_share,most_common_offense,most_common_arrest_type,arrests_per_1000_population,arrests_density_per_sq_mi,population_density,primary_neighborhood,secondary_neighborhoods,neighborhood_overlap_count,local_moran_i,local_moran_p_sim,local_moran_z_sim,local_moran_quadrant,lisa_significant_05,lisa_significant_10,lisa_cluster
37063001001,Census Tract 10.01,24614605.94299321,9.503752486261392,37063001001,Census Tract 10.01; Durham County; North Carolina,37,63,1001,3579.0,35.4,32257.0,1936.0,1643.0,54.09,45.91,820.0,539.0,22.91,15.06,3579.0,1163.0,32.5,1740.0,194.0,11.15,3579.0,771.0,1548.0,0.0,31.0,0.0,38.0,59.0,1132.0,21.54,43.25,0.0,0.87,0.0,1.06,1.65,31.63,1761.0,1437.0,324.0,18.4,1437.0,698.0,739.0,48.57,51.43,2479.0,1976.0,537.0,79.71,21.66,2.48,2321,455,1180,634,Decreasing,3.52,19.6,50.84,27.32,802,1482,34.55,63.85,CARRYING CONCEALED WEAPONS,On-View,648.51,244.22,376.59,Old East Durham,"Albright, Franklin Village, Eastway Village, Edgemont, Golden Belt",6,0.3374917239717862,0.114,1.3587436906386834,1,False,False,Not significant
37063002037,Census Tract 20.37,107134387.02948967,41.36481808620777,37063002037,Census Tract 20.37; Durham County; North Carolina,37,63,2037,7417.0,31.5,83360.0,2922.0,4495.0,39.4,60.6,1098.0,234.0,14.8,3.15,7382.0,74.0,1.0,5706.0,124.0,2.17,7417.0,2812.0,2531.0,0.0,1598.0,0.0,0.0,89.0,387.0,37.91,34.12,0.0,21.55,0.0,0.0,1.2,5.22,4542.0,3967.0,575.0,12.66,3967.0,784.0,3183.0,19.76,80.24,5533.0,5371.0,3988.0,97.07,72.08,1.87,643,188,317,216,Increasing,0.97,29.24,49.3,33.59,144,488,22.4,75.89,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,86.69,15.54,179.31,Not assigned,,0,0.13869368107326285,0.082,0.6177282327933901,3,False,True,Not significant
37063002038,Census Tract 20.38,136443397.84223324,52.68109042575195,37063002038,Census Tract 20.38; Durham County; North Carolina,37,63,2038,6902.0,34.5,98821.0,3146.0,3756.0,45.58,54.42,842.0,1231.0,12.2,17.84,6871.0,567.0,8.25,4740.0,85.0,1.79,6902.0,3295.0,2450.0,41.0,381.0,0.0,24.0,363.0,348.0,47.74,35.5,0.59,5.52,0.0,0.35,5.26,5.04,3647.0,3545.0,102.0,2.8,3545.0,2085.0,1460.0,58.82,41.18,5825.0,5407.0,3931.0,92.82,67.48,1.95,413,81,205,121,Increasing,0.63,19.61,49.64,29.3,79,326,19.13,78.93,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,59.84,7.84,131.01,Stirrup Creek,"Meadows of Pagehurst, Bradbury Glen, Bradbury Trace, Pagehurst, Ashley Forest",6,0.15029014578963582,0.053,0.7256792257496856,3,False,True,Not significant
37063001301,Census Tract 13.01,8054993.633607874,3.1100504289816593,37063001301,Census Tract 13.01; Durham County; North Carolina,37,63,1301,1702.0,37.2,51838.0,922.0,780.0,54.17,45.83,399.0,243.0,23.44,14.28,1702.0,376.0,22.09,860.0,49.0,5.7,1702.0,317.0,770.0,36.0,0.0,0.0,44.0,64.0,471.0,18.63,45.24,2.12,0.0,0.0,2.59,3.76,27.67,992.0,852.0,140.0,14.11,852.0,241.0,611.0,28.29,71.71,1174.0,894.0,370.0,76.15,31.52,1.97,1224,256,624,404,Increasing,1.86,20.92,50.98,33.01,410,787,33.5,64.3,POSSESSION OF DRUG PARAPHERNALIA,On-View,719.15,393.56,547.26,Southside / St. Teresa,"Forest Hills, North Carolina Central University",3,1.668054082494466,0.008,4.1268947240738045,1,True,True,High-High
37063002300,Census Tract 23,13367249.461092139,5.161123870703021,37063002300,Census Tract 23; Durham County; North Carolina,37,63,2300,2725.0,32.2,61225.0,1523.0,1202.0,55.89,44.11,335.0,211.0,12.29,7.74,2382.0,537.0,22.54,1569.0,68.0,4.33,2725.0,1082.0,1245.0,7.0,142.0,0.0,5.0,101.0,143.0,39.71,45.69,0.26,5.21,0.0,0.18,3.71,5.25,1625.0,1524.0,101.0,6.22,1524.0,196.0,1328.0,12.86,87.14,2110.0,1834.0,1166.0,86.92,55.26,1.57,11928,1492,4805,2507,Decreasing,18.09,12.51,40.28,21.02,3592,7155,30.11,59.98,WARRANT SERVICE FOR OTHER JURISDICTION,Warrant/OFA,4377.25,2311.12,527.99,Southside / St. Teresa,"Downtown, American Tobacco Campus, Edgemont",4,5.644883831869457,0.001,4.806496775450199,1,True,True,High-High
37063002029,Census Tract 20.29,63410491.15423681,24.4829275088875,37063002029,Census Tract 20.29; Durham County; North Carolina,37,63,2029,4042.0,37.6,88462.0,1961.0,2081.0,48.52,51.48,661.0,790.0,16.35,19.54,4042.0,159.0,3.93,2090.0,44.0,2.11,4042.0,2154.0,705.0,0.0,445.0,0.0,39.0,231.0,468.0,53.29,17.44,0.0,11.01,0.0,0.96,5.71,11.58,2197.0,1974.0,223.0,10.15,1974.0,654.0,1320.0,33.13,66.87,3042.0,3006.0,2299.0,98.82,75.58,2.04,980,263,465,254,Increasing,1.49,26.84,47.45,25.92,185,765,18.88,78.06,LARCENY (MISDEMEANOR),Summons/Cited,242.45,40.03,165.09,Garret Farms - Porchlight / Hartley,,1,0.009222484538932717,0.289,0.5118401026440793,3,False,False,Not significant
37063001811,Census Tract 18.11,67033398.53011678,25.881739866914106,37063001811,Census Tract 18.11; Durham County; North Carolina,37,63,1811,6314.0,37.2,84541.0,3150.0,3164.0,49.89,50.11,1609.0,1051.0,25.48,16.65,6295.0,288.0,4.58,3481.0,146.0,4.19,6314.0,1248.0,3790.0,0.0,47.0,2.0,79.0,108.0,1040.0,19.77,60.03,0.0,0.74,0.03,1.25,1.71,16.47,2298.0,2198.0,100.0,4.35,2198.0,1836.0,362.0,83.53,16.47,4391.0,4043.0,1799.0,92.07,40.97,2.86,123,37,66,47,Increasing,0.19,30.08,53.66,38.21,27,90,21.95,73.17,ASSAULT ON FEMALE,On-View,19.48,4.75,243.96,Grove Park,"Stonehill Estates, Marbry Landing, Gatewood Forest, Oak Grove Community, Ravenstone",6,0.14801721392233289,0.114,0.7044047086945457,3,False,False,Not significant
37063001504,Census Tract 15.04,15048319.094778216,5.810188484929373,37063001504,Census Tract 15.04; Durham County; North Carolina,37,63,1504,2645.0,26.0,32725.0,1317.0,1328.0,49.79,50.21,462.0,165.0,17.47,6.24,2547.0,1224.0,48.06,1184.0,51.0,4.31,2645.0,551.0,1081.0,58.0,647.0,0.0,18.0,90.0,200.0,20.83,40.87,2.19,24.46,0.0,0.68,3.4,7.56,1613.0,1418.0,195.0,12.09,1418.0,0.0,1418.0,0.0,100.0,1414.0,1208.0,725.0,85.43,51.27,1.8,448,124,277,179,Increasing,0.68,27.68,61.83,39.96,115,312,25.67,69.64,ASSAULT ON FEMALE,Warrant/OFA,169.38,77.11,455.23,Duke West Campus,"Duke Manor Apartments, Old West Durham",3,0.03232308170986549,0.301,0.5022241608973381,3,False,False,Not significant
37063002034,Census Tract 20.34,111445385.52675404,43.029303911474784,37063002034,Census Tract 20.34; Durham County; North Carolina,37,63,2034,6422.0,33.2,80816.0,2992.0,3430.0,46.59,53.41,1345.0,1031.0,20.94,16.05,6422.0,409.0,6.37,4157.0,201.0,4.84,6422.0,3335.0,1743.0,0.0,435.0,0.0,0.0,199.0,710.0,51.93,27.14,0.0,6.77,0.0,0.0,3.1,11.06,3318.0,3126.0,192.0,5.79,3126.0,1318.0,1808.0,42.16,57.84,4386.0,4244.0,3309.0,96.76,75.44,2.05,632,150,364,217,Increasing,0.96,23.73,57.59,34.34,156,445,24.68,70.41,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,98.41,14.69,149.25,Bent Creek / Woodberry Forest,"Five Oaks, Mary Dell, Trotter Ridge, Everwood, Five Oaks 4100, Sterling Ridge, Hope Valley, Valleybrook",9,0.07750749940479265,0.153,0.7162535484852658,3,False,False,Not significant
37063002036,Census Tract 20.36,73677245.10134627,28.446943369090636,37063002036,Census Tract 20.36; Durham County; North Carolina,37,63,2036,3621.0,30.2,53586.0,1772.0,1849.0,48.94,51.06,796.0,394.0,21.98,10.88,3621.0,439.0,12.12,2348.0,43.0,1.83,3621.0,821.0,1785.0,0.0,110.0,0.0,65.0,688.0,152.0,22.67,49.3,0.0,3.04,0.0,1.8,19.0,4.2,2353.0,2057.0,296.0,12.58,2057.0,188.0,1869.0,9.14,90.86,2504.0,2458.0,1621.0,98.16,64.74,1.76,1346,370,693,423,Increasing,2.04,27.49,51.49,31.43,342,972,25.41,72.21,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,371.72,47.32,127.29,Parkwood,,1,-0.060321098964725935,0.083,-0.8142715013261077,4,False,True,Not significant
37063001712,Census Tract 17.12,102190085.63143285,39.4558126439336,37063001712,Census Tract 17.12; Durham County; North Carolina,37,63,1712,5382.0,43.2,111794.0,2382.0,3000.0,44.26,55.74,1265.0,1264.0,23.5,23.49,5296.0,329.0,6.21,2692.0,47.0,1.75,5382.0,4471.0,318.0,21.0,171.0,0.0,0.0,139.0,262.0,83.07,5.91,0.39,3.18,0.0,0.0,2.58,4.87,2417.0,2367.0,50.0,2.07,2367.0,1062.0,1305.0,44.87,55.13,3977.0,3870.0,3063.0,97.31,77.02,2.23,91,25,61,54,Stable,0.14,27.47,67.03,59.34,18,68,19.78,74.73,DRIVING WHILE IMPAIRED,On-View,16.91,2.31,136.41,Croasdaile Farm,"Nancy Rhodes Creek, Fieldstone by the Eno, Croasdaile Village, Huckleberry Heights, Forest Acres, Cole Mill Road, River's Edge, Woodstone at Croasdaile Farm, Croasdaile, Omah Street, Waterford",12,0.12287474207303173,0.166,0.6592518675235057,3,False,False,Not significant
37063001505,Census Tract 15.05,12475696.480697462,4.8168933405176855,37063001505,Census Tract 15.05; Durham County; North Carolina,37,63,1505,4132.0,25.5,31875.0,2017.0,2115.0,48.81,51.19,779.0,318.0,18.85,7.7,3947.0,1447.0,36.66,2131.0,70.0,3.28,4132.0,899.0,1043.0,0.0,766.0,0.0,0.0,176.0,1248.0,21.76,25.24,0.0,18.54,0.0,0.0,4.26,30.2,2518.0,2139.0,379.0,15.05,2139.0,62.0,2077.0,2.9,97.1,2165.0,1738.0,1187.0,80.28,54.83,1.84,687,183,356,209,Increasing,1.04,26.64,51.82,30.42,208,464,30.28,67.54,ASSAULT ON FEMALE,On-View,166.26,142.62,857.81,Duke West Campus,"Old West Durham, Duke Manor Apartments, Crest Street, Trinity Commons",5,0.016001460864334398,0.464,0.20005767547493916,3,False,False,Not significant
37063002033,Census Tract 20.33,80207131.86185558,30.96814674236102,37063002033,Census Tract 20.33; Durham County; North Carolina,37,63,2033,4397.0,41.6,135660.0,2130.0,2267.0,48.44,51.56,742.0,1207.0,16.88,27.45,4367.0,135.0,3.09,2223.0,63.0,2.83,4397.0,3445.0,316.0,0.0,234.0,0.0,93.0,226.0,83.0,78.35,7.19,0.0,5.32,0.0,2.12,5.14,1.89,2371.0,2134.0,237.0,10.0,2134.0,1280.0,854.0,59.98,40.02,3460.0,3438.0,2924.0,99.36,84.51,2.04,34,12,16,5,Increasing,0.05,35.29,47.06,14.71,0,30,0.0,88.24,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,7.73,1.1,141.98,Colony Woods,"Eastwood Park, Five Oaks, Falconbridge",4,0.11847650578235802,0.302,0.4671180839094983,3,False,False,Not significant
37063002031,Census Tract 20.31,16698444.324402675,6.447305397952727,37063002031,Census Tract 20.31; Durham County; North Carolina,37,63,2031,2794.0,28.5,64797.0,1331.0,1463.0,47.64,52.36,788.0,203.0,28.2,7.27,2757.0,546.0,19.8,1643.0,97.0,5.9,2794.0,501.0,910.0,85.0,62.0,0.0,0.0,118.0,1118.0,17.93,32.57,3.04,2.22,0.0,0.0,4.22,40.01,1150.0,1080.0,70.0,6.09,1080.0,200.0,880.0,18.52,81.48,1502.0,1384.0,562.0,92.14,37.42,2.59,487,138,224,144,Increasing,0.74,28.34,46.0,29.57,107,367,21.97,75.36,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,174.3,75.54,433.36,Knollwood,"Westgate Townes, Hope Valley",3,0.013909789634596971,0.452,0.1794295561115898,3,False,False,Not significant
37063002032,Census Tract 20.32,15225713.149421506,5.878680712339745,37063002032,Census Tract 20.32; Durham County; North Carolina,37,63,2032,2595.0,28.3,52097.0,1303.0,1292.0,50.21,49.79,641.0,17.0,24.7,0.66,2578.0,546.0,21.18,1726.0,30.0,1.74,2595.0,580.0,738.0,0.0,119.0,0.0,0.0,163.0,995.0,22.35,28.44,0.0,4.59,0.0,0.0,6.28,38.34,1499.0,1275.0,224.0,14.94,1275.0,0.0,1275.0,0.0,100.0,1602.0,1421.0,639.0,88.7,39.89,2.02,449,163,258,182,Increasing,0.68,36.3,57.46,40.53,89,351,19.82,78.17,ASSAULT ON FEMALE,On-View,173.03,76.38,441.43,Westgate Townes,,1,0.04046612136024137,0.284,0.5030286485909458,3,False,False,Not significant
37063001713,Census Tract 17.13,74096557.146523,28.60884065483622,37063001713,Census Tract 17.13; Durham County; North Carolina,37,63,1713,3434.0,51.8,104146.0,1718.0,1716.0,50.03,49.97,657.0,947.0,19.13,27.58,3434.0,265.0,7.72,1782.0,46.0,2.58,3434.0,2590.0,321.0,0.0,49.0,0.0,27.0,244.0,203.0,75.42,9.35,0.0,1.43,0.0,0.79,7.11,5.91,1471.0,1471.0,0.0,0.0,1471.0,1328.0,143.0,90.28,9.72,2625.0,2521.0,1666.0,96.04,63.47,2.32,488,114,299,233,Increasing,0.74,23.36,61.27,47.75,115,364,23.57,74.59,DRIVING WHILE IMPAIRED,On-View,142.11,17.06,120.03,Spring Valley,"Myers Park/Beechgrove, West Hills, Westwood Estates, Waterford, Cole Mill Road, Archer Woods, Bennet Place, Coles Pond, Croasdaile, Watts Hospital-Hillandale, American Village",12,0.046156679451441314,0.275,0.526984297491884,3,False,False,Not significant
37063002035,Census Tract 20.35,105322074.79461677,40.665080420370465,37063002035,Census Tract 20.35; Durham County; North Carolina,37,63,2035,6622.0,32.0,83203.0,3047.0,3575.0,46.01,53.99,932.0,883.0,14.07,13.33,6526.0,403.0,6.18,4544.0,104.0,2.29,6622.0,2198.0,2560.0,0.0,503.0,0.0,87.0,346.0,928.0,33.19,38.66,0.0,7.6,0.0,1.31,5.23,14.01,3637.0,3408.0,229.0,6.3,3408.0,1752.0,1656.0,51.41,48.59,4754.0,4536.0,3093.0,95.41,65.06,1.94,630,191,343,248,Increasing,0.96,30.32,54.44,39.37,169,453,26.83,71.9,ASSAULT ON FEMALE,On-View,95.14,15.49,162.84,Auburn Hills,"Penrith, Rustica Oaks, South Terrace at Auburn, Copper Creek, Auburn Square, Auburn Park, Pleasant Drive, Woodlake",9,0.004781894217673369,0.335,0.0507156133284317,3,False,False,Not significant
37063002030,Census Tract 20.30,146285544.44642952,56.481164474323336,37063002030,Census Tract 20.30; Durham County; North Carolina,37,63,2030,4565.0,46.0,168606.0,2305.0,2260.0,50.49,49.51,966.0,1047.0,21.16,22.94,4565.0,183.0,4.01,2352.0,47.0,2.0,4565.0,3032.0,372.0,28.0,519.0,0.0,20.0,364.0,230.0,66.42,8.15,0.61,11.37,0.0,0.44,7.97,5.04,1923.0,1801.0,122.0,6.34,1801.0,1568.0,233.0,87.06,12.94,3415.0,3401.0,2703.0,99.59,79.15,2.53,95,32,47,41,Increasing,0.14,33.68,49.47,43.16,28,66,29.47,69.47,DRIVING WHILE IMPAIRED,On-View,20.81,1.68,80.82,Arrowhead,"Lochn'ora, Duke Forest, Colony Park, Carillon Forest, Welcome Circle, Colony Hill, Solterra, Cameron Woods, The Commons, Parc at University",11,0.03635634228444541,0.464,0.19722560977833042,3,False,False,Not significant
37063001810,Census Tract 18.10,34662687.49435646,13.383338462453272,37063001810,Census Tract 18.10; Durham County; North Carolina,37,63,1810,4774.0,32.3,59935.0,2365.0,2409.0,49.54,50.46,1603.0,446.0,33.58,9.34,4715.0,728.0,15.44,2191.0,102.0,4.66,4774.0,455.0,1954.0,0.0,0.0,77.0,0.0,269.0,2019.0,9.53,40.93,0.0,0.0,1.61,0.0,5.63,42.29,1342.0,1323.0,19.0,1.42,1323.0,780.0,543.0,58.96,41.04,2757.0,2121.0,727.0,76.93,26.37,3.56,129,30,66,45,Increasing,0.2,23.26,51.16,34.88,35,85,27.13,65.89,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,27.02,9.64,356.71,Pleasant Drive,"Amberlynn Valley, Grove Park",3,0.14078493164477135,0.122,0.693363845397844,3,False,False,Not significant
